@RELATION nasa.arff

@ATTRIBUTE date DATE "dd-MM-yyyy HH:mm:ss"
@ATTRIBUTE method {GET,HEAD,POST}
@ATTRIBUTE address STRING
@ATTRIBUTE protocol {HTTP/1.0,None,HTTP/V1.0}

@DATA
'30-06-1995 20:16:35',GET,/shuttle/missions/sts-37/mission-sts-37.html,HTTP/1.0
'30-06-1995 20:16:36',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:16:38',GET,/shuttle/resources/orbiters/atlantis.html,HTTP/1.0
'30-06-1995 20:16:43',GET,/history/apollo/apollo.html,HTTP/1.0
'30-06-1995 20:16:44',GET,/ksc.html,HTTP/1.0
'30-06-1995 20:16:46',GET,/software/winvn/winvn.html,HTTP/1.0
'30-06-1995 20:16:51',GET,/htbin/wais.pl,HTTP/1.0
'30-06-1995 20:16:53',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:16:53',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:16:58',GET,/history/apollo/apollo-goals.txt,HTTP/1.0
'30-06-1995 20:17:03',GET,/htbin/wais.pl?mpeg,HTTP/1.0
'30-06-1995 20:17:03',GET,/,HTTP/1.0
'30-06-1995 20:17:05',GET,/facts/faq12.html,HTTP/1.0
'30-06-1995 20:17:05',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:17:09',GET,/htbin/cdt_main.pl,HTTP/1.0
'30-06-1995 20:17:11',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:17:13',GET,/shuttle/missions/sts-70/mission-sts-70.html,HTTP/1.0
'30-06-1995 20:17:16',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:17:19',GET,/shuttle/countdown/countdown.html,HTTP/1.0
'30-06-1995 20:17:20',GET,/shuttle/missions/sts-71/news/,HTTP/1.0
'30-06-1995 20:17:29',GET,/shuttle/missions/sts-78/mission-sts-78.html,HTTP/1.0
'30-06-1995 20:17:32',GET,/shuttle/countdown/lps/mpeg.html,HTTP/1.0
'30-06-1995 20:17:34',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:17:36',GET,/history/apollo/apollo-spacecraft.txt,HTTP/1.0
'30-06-1995 20:17:39',GET,/htbin/cdt_main.pl,HTTP/1.0
'30-06-1995 20:17:42',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:17:46',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:17:47',GET,/shuttle/countdown/countdown.html,HTTP/1.0
'30-06-1995 20:17:54',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:17:54',GET,/shuttle/missions/sts-71/sts-71-info.html,HTTP/1.0
'30-06-1995 20:17:55',GET,/shuttle/missions/sts-77/mission-sts-77.html,HTTP/1.0
'30-06-1995 20:18:01',GET,/facts/launch-pass.txt,HTTP/1.0
'30-06-1995 20:18:02',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:18:05',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:18:06',GET,/history/apollo/as-201/as-201-info.html,HTTP/1.0
'30-06-1995 20:18:08',GET,/shuttle/missions/sts-76/mission-sts-76.html,HTTP/1.0
'30-06-1995 20:18:08',GET,/shuttle/missions/sts-71/mission-sts-71.html,HTTP/1.0
'30-06-1995 20:18:13',GET,/history/apollo/as-201/sounds/,HTTP/1.0
'30-06-1995 20:18:13',GET,/shuttle/countdown/countdown.html,HTTP/1.0
'30-06-1995 20:18:20',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:18:23',GET,/history/apollo/as-201/,HTTP/1.0
'30-06-1995 20:18:27',GET,/facilities/vab.html,HTTP/1.0
'30-06-1995 20:18:28',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:18:29',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:18:31',GET,/shuttle/missions/missions.html,HTTP/1.0
'30-06-1995 20:18:33',GET,/history/apollo/as-201/sounds/,HTTP/1.0
'30-06-1995 20:18:35',GET,/shuttle/missions/sts-70/sts-70-info.html,HTTP/1.0
'30-06-1995 20:18:35',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:18:41',GET,/history/apollo/as-201/,HTTP/1.0
'30-06-1995 20:18:44',GET,/htbin/wais.pl,HTTP/1.0
'30-06-1995 20:18:46',GET,/shuttle/missions/sts-70/images/,HTTP/1.0
'30-06-1995 20:18:52',GET,/htbin/wais.pl?sarex,HTTP/1.0
'30-06-1995 20:18:52',GET,/shuttle/resources/orbiters/atlantis.html,HTTP/1.0
'30-06-1995 20:18:56',GET,/shuttle/missions/sts-71/images/images.html,HTTP/1.0
'30-06-1995 20:18:59',GET,/history/apollo/as-201/sounds/,HTTP/1.0
'30-06-1995 20:18:59',GET,/shuttle/countdown/,HTTP/1.0
'30-06-1995 20:19:01',GET,/shuttle/missions/missions.html,HTTP/1.0
